shot_id,fuel_density_m3,temperature_keV,confinement_time_s,fuel_purity,energy_input_MJ,pressure_Pa,Ip_MA,Bt_T,R_m,a_m,kappa,ne_20,M_amu,Pin_MW,tau_E_ipb98_seed_s,power_output_MW,neutron_yield
0,1.6933520515890577e+20,15.460140967065588,3.180350481831599,0.8878422319172994,136.06058066693686,1961543.9990830529,8.372279988182054,3.225252992615917,3.853204435427539,1.2925741568998803,1.7916072838313033,1.6933520515890577,2.4622902691427417,8.160706536896754,1.994253973714539,1573.7735278229923,6294620670.476825
0,6.708943395928998e+19,22.274381516416184,3.0973619114236555,0.8914752516517551,176.79233413144368,740240.3875150074,6.25533743274169,6.231157443614907,2.781016352153715,0.7457813444349822,1.5391434921776725,0.6708943395928998,2.4531724586394765,20.185049117758176,0.2521018784281874,108.70629988907848,435629157.50767416
0,2.139525681740396e+20,25.679868927137274,4.582726047887504,0.7571469428598191,168.639240913066,174075.8582035995,11.26632330276927,2.729072638423414,2.0165050304802983,0.5924272392850426,1.8768800700540824,2.139525681740396,2.351691845446755,39.69027266181112,0.25176671442543397,456.9763045488129,1828936541.1195145
0,1.3703819663777717e+20,21.296702721240436,3.951350328823326,0.9107236291363479,197.6486309173781,1387442.5241395158,7.470652326434205,5.27213747419083,3.974362501568836,1.0353828600352297,1.5673216210250238,1.3703819663777717,2.644661462391192,25.82298421277561,0.6703357729810864,699.3073152678346,2796902579.807785
0,2.5882893029955535e+19,27.11706936518511,0.29219104273551055,0.9055563480045614,179.6007212551987,89550.00454326747,17.129936565980817,5.9309065030756285,5.629444138035501,1.7867019506070678,1.495718750423392,0.25882893029955534,2.5319517497119146,96.78772833808992,0.6376661316962378,7.38050335600688,30401749.99043457
0,2.956288554394981e+20,22.768124097716253,0.4146063837311839,0.9077117336096429,63.43155328052445,1562975.253840072,4.554042692977518,5.955405802414356,5.229505369893275,1.789061178351963,1.8240008750716457,2.956288554394981,2.4706985871771776,19.094994067619638,1.6250704592298864,177.78830503612804,712033228.2675117
1,1.6344349571982157e+20,24.803234518286235,3.368337720639684,0.7403694020031442,127.62250021415831,727735.2303514988,6.433155959532141,3.150304433040656,3.7204236078480766,1.0776273227776465,1.941530087534971,1.6344349571982157,2.5131306465676535,113.38326902304107,0.22851463482693324,396.2450985888587,1584310989.5304582
1,1.7509637955758578e+20,6.738497708407293,2.7511276045791737,0.842880681663892,73.86168749146464,99850.57568268824,7.827424016626262,2.5081199918880603,4.595102558012721,1.2079528446098255,2.090610479804795,1.750963795575858,2.362158110228879,33.41819846015816,0.9502120103208597,129.33192297595573,516907640.61583585
1,2.8427348861196055e+19,21.577924071850905,1.541987906085004,0.8324846613125757,80.59535894671251,87722.30072712542,7.185915606508133,4.444031918861088,3.850358648447223,1.0461839573107719,2.0371266654657276,0.28427348861196056,2.402095286587501,19.465236504474394,0.46605750880561625,13.016932554002928,53070793.84997404
1,6.925691231597275e+19,14.562128788656846,2.3898100671341886,0.7438456580018797,205.84442879983925,1417442.3363597011,7.548008893826089,3.2124267262227306,4.521375716013836,1.6029895954323425,2.092930384567411,0.6925691231597275,2.537007977489021,7.253223909476057,2.1860731275279965,85.98667688753773,344442016.38450396
1,5.55850024423043e+19,17.274491257870604,4.204820205220804,0.7811511801716229,153.8343482539513,212463.6468584591,13.35664266832591,5.696354045069691,4.232274648649681,1.174332729535099,2.020051578115668,0.555850024423043,2.504278518905086,94.68542053594615,0.4646442557362263,73.58635559304518,295068407.6169378
1,2.582961819482658e+20,19.69845782757656,4.572371442919925,0.84126472374446,214.71480595623,2516189.4169347105,8.921413057227515,3.983463998277105,5.000543020588247,1.7424810351731266,1.9774295476796047,2.582961819482658,2.58612244687829,37.82047649637921,1.678374793817583,5103.906937913477,20414206696.215477
2,1.1820562512954809e+20,27.275562800933667,3.152543413211736,0.9242992352109726,98.71780763749885,1485017.042770269,12.80282915569554,4.446769705165661,4.1862315646056825,1.1988024130384813,1.4576031768555247,1.1820562512954809,2.547622807133601,69.17782703708407,0.5646174193677749,411.2369562549739,1644223016.677839
2,1.937822240067494e+20,27.62987395435899,2.211726722585501,0.7851920711707824,123.78701525762713,1139573.759844139,16.518482104224933,2.7674246655085595,6.220871691387526,1.6573805465707612,1.919576733856908,1.9378222400674938,2.530430702793816,19.840389787347313,5.005809682326345,1341.3792782153355,5365853788.738147
2,6.7935541057284686e+19,10.917477891709726,1.5982276739988224,0.9481812252843507,113.32000734261571,200212.36453545227,12.634516334596977,5.037751432740959,3.811732453433925,1.3029385784790448,1.5403613531043383,0.6793554105728469,2.594579711291594,128.1766944812949,0.2855796662450417,20.12205029844218,80027245.44229393
2,3.738406009457831e+19,21.610083938509987,2.9422638186155057,0.8700945285783525,34.3157079649352,1191516.7015116066,13.876192682366149,3.127620948159537,1.8748066242866415,0.5729339753339315,1.4940003492494058,0.3738406009457831,2.3704789316655703,21.547707644674457,0.17274564468006076,11.444337982612568,46862300.87919494
2,9.236378983637606e+19,21.999604910446447,1.8339104593194382,0.9291159634257699,61.234014861533495,3211188.73874091,9.434294525988324,5.594928304574686,2.9109556164222274,0.7113758845783851,1.5673091140792414,0.9236378983637606,2.5572660389293858,57.0788149035929,0.2143869199914743,96.97116193111945,388422764.64542943
2,2.3800205521321107e+19,12.31582867151317,3.1679089832026426,0.8499528954176356,121.74836300573229,92216.30188065322,6.656469312906574,2.555844112739469,4.152852233101283,1.5547943987195327,2.067469121081313,0.23800205521321108,2.5646772139867045,111.60453828947377,0.15937181729079997,6.478641937081401,25830677.135572094
3,1.9640720092681123e+20,6.972874596741304,3.770090246426561,0.8572784119911114,26.013855467665298,243833.15359442498,8.827884843073733,7.079472961406617,4.3406877038767115,1.1315542676425996,2.0078870448250163,1.9640720092681123,2.4325490649040034,36.36598161157045,1.0642026988836486,184.90730285899332,739267426.8366566
3,1.1428711741568216e+20,4.982727046857274,0.5035237784187624,0.8904228320794011,205.74408129624896,166882.2236041422,17.51781575750546,5.622634892929058,4.396208509766652,1.272601148365154,2.1615793039039093,1.1428711741568216,2.4086948909462182,39.1045013829255,1.706343606337941,2.6370744051252744,10626264.920911852
3,1.620709911623392e+20,22.656235060700286,0.1557109378716977,0.9751919172456016,37.75948584422113,321995.8259297385,12.89445369011735,3.108647839059631,5.158394861869386,1.5159039403737995,2.184232193987808,1.620709911623392,2.4141557426367997,106.25393997045087,0.9476788551307858,6.99317184253208,27774276.56155694
3,5.314117609233541e+19,15.75279380360574,1.2856826927979748,0.8552484598885502,53.17999525471668,1368354.9851461966,8.246400112359204,2.270473227309279,3.0908462703023813,0.9535884658901986,2.1199629897804866,0.5314117609233541,2.4094422590295985,39.894117491809574,0.2719045613728852,10.274021538749437,41033416.987035245
3,2.9163364723966643e+20,27.65296406787823,4.935636512795478,0.86538082297978,171.1868145792364,450439.68549211614,10.587356106688402,3.872314461026094,4.925047291494943,1.7235802036332786,1.5496945382327494,2.9163364723966643,2.507134657271078,6.35604257575681,5.638781771270178,17956.54079294961,71826294033.72006
