shot_id,fuel_density_m3,temperature_keV,confinement_time_s,fuel_purity,energy_input_MJ,pressure_Pa,Ip_MA,Bt_T,R_m,a_m,kappa,ne_20,M_amu,Pin_MW,tau_E_ipb98_seed_s,power_output_MW,neutron_yield,triple_product,lawson_ratio,density_temp,density_tau,purity_weighted_density,log_fuel_density_m3,log_temperature_keV,log_confinement_time_s,log_energy_input_MJ,log_pressure_Pa,log_triple_product,log_neutron_yield,tau_E_ipb98_s
0,1.6933520515890577e+20,15.460140967065588,3.180350481831599,0.8878422319172994,136.06058066693686,1961543.9990830529,8.372279988182054,3.225252992615917,3.853204435427539,1.2925741568998803,1.7916072838313033,1.6933520515890577,2.4622902691427417,8.160706536896754,1.994253973714539,1573.7735278229925,6294620670.476825,8.325986275529854e+21,2.7753287585099513,2.617946142443655e+21,5.3854530131817864e+20,1.503429464904567e+20,46.578411886830125,2.8009417594325177,1.430395090349808,4.920423022738057,14.489242985527435,50.473668453259386,22.562961243926033,1.994253973714539
0,6.708943395928998e+19,22.274381516416184,3.0973619114236555,0.8914752516517551,176.79233413144368,740240.3875150074,6.25533743274169,6.231157443614907,2.781016352153715,0.7457813444349822,1.5391434921776723,0.6708943395928998,2.4531724586394765,20.185049117758176,0.2521018784281874,108.70629988907848,435629157.50767416,4.6286222126368193e+21,1.5428740708789397,1.494375647729633e+21,2.078002574044775e+20,5.980857002203184e+19,45.65255823839655,3.147353249938581,1.4103433303781938,5.1806162070290815,13.514731611333518,49.886546198423716,19.892301885505635,0.2521018784281873
0,2.139525681740396e+20,25.67986892713727,4.582726047887504,0.7571469428598191,168.639240913066,174075.8582035995,11.26632330276927,2.729072638423414,2.0165050304802983,0.5924272392850426,1.8768800700540824,2.139525681740396,2.351691845446755,39.69027266181112,0.2517667144254339,456.9763045488129,1828936541.1195145,2.5178752149366975e+22,8.392917383122326,5.494273907333738e+21,9.804860071835982e+20,1.619935329099811e+20,46.81228602030146,3.283909308259391,1.719677196144811,5.133674069903299,12.067252194483627,51.580287423049775,21.327000510356584,0.25176671442543397
0,1.3703819663777717e+20,21.296702721240436,3.951350328823326,0.910723629136348,197.6486309173781,1387442.5241395158,7.470652326434205,5.27213747419083,3.974362501568836,1.0353828600352295,1.5673216210250238,1.3703819663777717,2.644661462391192,25.82298421277561,0.6703357729810864,699.3073152678346,2796902579.807785,1.1531864737236925e+22,3.8439549124123085,2.918461735249631e+21,5.414859233460364e+20,1.248039237722569e+20,46.36679136843635,3.1044388074996396,1.5996603330808445,5.2915375903031965,14.142973420451453,50.799401003241094,21.751778420673276,0.6703357729810863
0,2.5882893029955535e+19,27.11706936518511,0.2921910427355105,0.9055563480045614,179.6007212551987,89550.00454326747,17.129936565980817,5.9309065030756285,5.629444138035501,1.7867019506070678,1.495718750423392,0.2588289302995553,2.5319517497119146,96.78772833808992,0.6376661316962378,7.38050335600688,30401749.99043457,2.0507960287614947e+20,0.06835986762538315,7.018682056649705e+20,7.562749503434384e+18,2.343841808799925e+19,44.70011392359766,3.3363768426345253,0.25633926032368426,5.196288634636033,11.402563625106202,46.769929884372615,17.230010763087286,0.6376661316962376
0,2.956288554394981e+20,22.768124097716253,0.4146063837311839,0.9077117336096427,63.43155328052445,1562975.253840072,4.554042692977518,5.955405802414356,5.229505369893275,1.789061178351963,1.8240008750716457,2.956288554394981,2.4706985871771776,19.09499406761964,1.6250704592298864,177.78830503612804,712033228.2675117,2.7906801065791864e+21,0.9302267021930621,6.730914467512311e+21,1.2256961068035924e+20,2.6834578087602127e+20,47.135636474709784,3.1683453593565485,0.3468513183560595,4.165603470892309,14.262102416607508,49.38057228480117,20.383635138606763,1.6250704592298861
1,1.6344349571982157e+20,24.803234518286235,3.368337720639684,0.7403694020031442,127.62250021415832,727735.2303514988,6.433155959532141,3.150304433040656,3.720423607848077,1.0776273227776465,1.941530087534971,1.6344349571982155,2.5131306465676535,113.38326902304108,0.2285146348269332,396.2450985888587,1584310989.5304582,1.3654996425997671e+22,4.551665475332557,4.053927354827247e+21,5.505328918262857e+20,1.2100856318738774e+20,46.542999012571784,3.2504998529953677,1.4743825524500636,4.856881759284373,13.497693940578987,50.9683924460648,21.183415443473553,0.22851463482693316
1,1.7509637955758578e+20,6.738497708407293,2.7511276045791737,0.842880681663892,73.86168749146464,99850.57568268824,7.827424016626262,2.5081199918880603,4.595102558012721,1.2079528446098255,2.090610479804795,1.750963795575858,2.362158110228879,33.41819846015816,0.9502120103208596,129.3319229759557,516907640.61583585,3.2460184645772053e+21,1.0820061548590685,1.1798865523992052e+21,4.817124832627468e+20,1.4758535575837747e+20,46.6118682365436,2.046207574241835,1.3220564893372189,4.315642244186746,11.51144011921708,49.53171611036067,20.06337477360475,0.9502120103208597
1,2.8427348861196055e+19,21.577924071850905,1.541987906085004,0.8324846613125757,80.59535894671251,87722.30072712542,7.185915606508133,4.444031918861088,3.850358648447223,1.046183957310772,2.0371266654657276,0.2842734886119605,2.402095286587501,19.46523650447439,0.4660575088056162,13.016932554002928,53070793.84997404,9.458602778527165e+20,0.3152867592842388,6.134031752909058e+20,4.383462814602362e+19,2.3665331888727233e+19,44.793883343754715,3.116972617907441,0.9329464151182594,4.401772384699547,11.381942829812115,48.29862653420619,17.787137332079784,0.4660575088056163
1,6.925691231597275e+19,14.562128788656846,2.3898100671341886,0.7438456580018797,205.84442879983925,1417442.3363597011,7.548008893826089,3.2124267262227306,4.521375716013836,1.6029895954323423,2.092930384567411,0.6925691231597275,2.537007977489021,7.253223909476057,2.1860731275279965,85.98667688753773,344442016.38450396,2.4101905505654344e+21,0.8033968501884782,1.0085280766499096e+21,1.6551086627134145e+20,5.151645351285323e+19,45.68435463081605,2.744840321002728,1.2207738924287213,5.331966959017219,14.164365339435632,49.233992763876586,19.657436324773414,2.1860731275279965
